,origx,origy,value,orig_srid,date,property,unit,quality,parameter,sampledevice,samplemethod,compartment,measurementmethod
9253,74209.0,454163.348,-5.069,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9254,74205.749,454166.003,-5.108,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9255,74202.563,454168.817,-5.111,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9256,74199.37,454171.646,-5.181,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9257,74196.305,454174.254,-5.16,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9258,74193.047,454176.931,-5.162,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9259,74189.761,454179.766,-5.224,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9260,74186.648,454182.53,-5.178,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9261,74183.589,454185.167,-5.251,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9262,74180.354,454187.819,-5.335,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9263,74177.18,454190.471,-5.294,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9264,74173.92,454193.126,-5.331,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9265,74170.645,454195.871,-5.43,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9266,74167.404,454198.65,-5.483,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9267,74164.265,454201.391,-5.507,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9268,74161.221,454204.101,-5.548,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9269,74158.139,454206.81,-5.595,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9270,74155.016,454209.59,-5.642,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9271,74151.857,454212.572,-5.76,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9272,74148.742,454215.482,-5.818,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9273,74145.763,454218.144,-5.889,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9274,74142.748,454220.806,-5.911,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9275,74139.691,454223.603,-6.002,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9276,74136.568,454226.487,-6.007,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9277,74133.608,454229.359,-6.076,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9278,74130.645,454232.201,-6.148,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9279,74127.712,454234.926,-6.226,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9280,74124.743,454237.702,-6.334,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9281,74118.671,454243.573,-6.43,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9282,74115.718,454246.38,-6.493,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9283,74112.793,454249.22,-6.566,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9284,74109.849,454252.051,-6.683,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9285,74106.778,454254.733,-6.647,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9286,74103.524,454257.328,-6.754,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9287,74100.353,454259.83,-6.886,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9288,74097.101,454262.279,-6.953,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9289,74093.68,454264.678,-6.905,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9290,74086.794,454269.422,-7.313,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9291,74083.361,454271.87,-7.256,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9292,74080.06,454274.238,-7.318,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9293,74076.905,454276.47,-7.493,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9294,74073.39,454277.607,-7.383,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9295,74069.799,454276.552,-7.533,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9296,74066.288,454274.604,-7.575,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9297,74062.49,454272.544,-7.534,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9298,74058.587,454270.321,-7.505,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9299,74054.538,454268.037,-7.548,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9300,74050.384,454265.625,-7.548,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9301,74046.38,454262.851,-7.626,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9302,74042.561,454259.619,-7.442,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9303,74039.043,454256.024,-7.555,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9304,74035.747,454252.467,-7.598,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9305,74032.534,454249.068,-7.619,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9306,74029.328,454245.862,-7.547,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9307,74026.583,454242.705,-7.476,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9308,74025.272,454239.339,-7.406,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9309,74024.943,454236.097,-7.417,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9310,74025.245,454232.969,-7.439,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9311,74026.062,454229.757,-7.372,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9312,74027.411,454226.598,-7.31,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9313,74029.86,454224.183,-7.213,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9314,74032.618,454221.67,-7.186,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9315,74037.665,454216.168,-6.948,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9316,74039.678,454213.419,-6.967,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9317,74041.397,454210.71,-6.853,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9318,74043.026,454207.991,-6.77,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9319,74045.028,454205.618,-6.676,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9320,74047.5,454203.744,-6.663,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9321,74050.143,454201.786,-6.622,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9322,74058.635,454195.76,-6.399,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9323,74061.425,454193.589,-6.376,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9324,74064.236,454191.307,-6.269,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9325,74067.113,454188.888,-6.243,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9326,74070.179,454186.46,-6.123,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9327,74073.426,454184.078,-6.063,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9328,74076.737,454181.718,-5.998,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9329,74080.128,454179.472,-5.898,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9330,74083.486,454177.284,-5.842,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9331,74086.596,454174.731,-5.815,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9332,74089.423,454171.846,-5.782,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9333,74092.152,454169.008,-5.745,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9334,74094.748,454166.235,-5.689,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9335,74097.229,454163.563,-5.61,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9336,74099.749,454160.994,-5.581,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9337,74102.417,454158.53,-5.514,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9338,74105.136,454156.101,-5.518,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9339,74107.748,454153.592,-5.507,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9340,74110.277,454151.147,-5.434,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9341,74112.828,454149.003,-5.387,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9342,74115.383,454147.025,-5.351,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9343,74117.982,454145.002,-5.358,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9344,74120.656,454142.817,-5.33,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9345,74123.448,454140.433,-5.324,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9346,74126.29,454137.818,-5.334,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9347,74129.167,454135.12,-5.316,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9348,74132.025,454132.45,-5.312,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9349,74134.853,454129.948,-5.293,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9350,74137.704,454127.82,-5.287,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9351,74140.472,454125.904,-5.313,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9352,74143.129,454124.009,-5.21,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9353,74154.394,454116.465,-5.228,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9354,74157.464,454114.106,-5.238,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9355,74160.62,454111.481,-5.241,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9356,74163.81,454108.686,-5.228,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9357,74166.966,454105.672,-5.235,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9358,74170.011,454102.478,-5.212,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9359,74172.928,454099.375,-5.215,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9360,74175.643,454096.403,-5.186,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9361,74178.187,454093.657,-5.167,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9362,74180.537,454091.124,-5.091,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9363,74182.774,454088.844,-5.056,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9364,74187.689,454084.888,-4.97,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9365,74190.377,454082.908,-4.899,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9366,74193.172,454080.94,-4.879,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9367,74196.034,454078.92,-4.849,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9368,74198.985,454076.878,-4.815,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9369,74202.052,454075.011,-4.797,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9370,74205.116,454073.126,-4.774,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9371,74208.149,454071.172,-4.716,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9372,74211.106,454069.035,-4.675,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9373,74216.971,454064.461,-4.594,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9374,74219.87,454062.18,-4.582,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9375,74222.628,454059.822,-4.526,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9376,74225.302,454057.472,-4.492,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9377,74227.899,454055.208,-4.443,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9378,74230.434,454053.039,-4.416,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9379,74232.975,454050.958,-4.366,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9380,74235.532,454048.95,-4.352,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9381,74238.04,454046.906,-4.313,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9382,74240.482,454044.76,-4.264,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9383,74242.824,454042.658,-4.245,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9384,74245.166,454040.581,-4.189,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9385,74247.674,454038.395,-4.178,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9386,74250.334,454036.109,-4.128,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9387,74253.123,454033.648,-4.081,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9388,74258.669,454028.496,-4.007,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9389,74261.209,454025.954,-3.993,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9390,74263.648,454023.602,-3.953,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9391,74265.938,454021.278,-3.952,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9392,74267.955,454019.052,-3.931,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9393,74269.878,454016.902,-3.885,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9394,74271.905,454014.722,-3.879,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9395,74274.154,454012.509,-3.876,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9396,74276.61,454010.338,-3.9,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9397,74279.119,454008.253,-3.847,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9398,74281.593,454006.329,-3.861,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9399,74283.985,454004.392,-3.814,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9400,74286.434,454002.351,-3.819,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9401,74288.972,454000.161,-3.831,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9402,74291.564,453997.861,-3.848,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9403,74294.154,453995.555,-3.851,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9404,74296.579,453993.191,-3.897,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
9405,74301.296,453988.698,-3.976,28992,20140911,t.o.v. Normaal Amsterdams Peil,meter,Normale waarde,sea_floor_depth_below_sea_level,jetski,niet van toepassing,oever,gps meting
